"Code";"Name";"total;total;total;2021;[person]";"total;total;economically active population;2021;[person]";"total;total;employed;2021;[person]";"total;total;unemployed;2021;[person]";"total;total;economically inactive persons;2021;[person]";"total;total;unidentified status on the labour market;2021;[person]";"total;total;activity rate;2021;[%]";"total;total;employment rate;2021;[%]";"total;total;unemployment rate;2021;[%]";"total;males;total;2021;[person]";"total;males;economically active population;2021;[person]";"total;males;employed;2021;[person]";"total;males;unemployed;2021;[person]";"total;males;economically inactive persons;2021;[person]";"total;males;unidentified status on the labour market;2021;[person]";"total;males;activity rate;2021;[%]";"total;males;employment rate;2021;[%]";"total;males;unemployment rate;2021;[%]";"total;females;total;2021;[person]";"total;females;economically active population;2021;[person]";"total;females;employed;2021;[person]";"total;females;unemployed;2021;[person]";"total;females;economically inactive persons;2021;[person]";"total;females;unidentified status on the labour market;2021;[person]";"total;females;activity rate;2021;[%]";"total;females;employment rate;2021;[%]";"total;females;unemployment rate;2021;[%]";
2473000;"City with powiat status Rybnik";113024;58342;56232;2110;47383;7299;55.2;53.2;3.6;54441;32036;31057;979;18658;3747;63.2;61.3;3.1;58583;26306;25175;1131;28725;3552;47.8;45.7;4.3;
2474000;"City with powiat status Siemianowice Śląskie";55576;29407;28161;1246;22750;3419;56.4;54.0;4.2;26033;15456;14758;698;8710;1867;64.0;61.1;4.5;29543;13951;13403;548;14040;1552;49.8;47.9;3.9;
2475000;"City with powiat status Sosnowiec";169867;87769;83920;3849;72433;9665;54.8;52.4;4.4;79172;45734;43608;2126;28263;5175;61.8;58.9;4.6;90695;42035;40312;1723;44170;4490;48.8;46.8;4.1;
2476000;"City with powiat status Świętochłowice";39810;20501;19682;819;16215;3094;55.8;53.6;4.0;18842;10907;10503;404;6301;1634;63.4;61.0;3.7;20968;9594;9179;415;9914;1460;49.2;47.1;4.3;
2477000;"City with powiat status Tychy";105920;57630;56136;1494;41437;6853;58.2;56.7;2.6;50180;30306;29488;818;16326;3548;65.0;63.2;2.7;55740;27324;26648;676;25111;3305;52.1;50.8;2.5;
2478000;"City with powiat status Zabrze";136452;68449;65298;3151;52477;15526;56.6;54.0;4.6;65063;36657;34996;1661;20834;7572;63.8;60.9;4.5;71389;31792;30302;1490;31643;7954;50.1;47.8;4.7;
2479000;"City with powiat status Żory";51512;27061;26160;901;20807;3644;56.5;54.7;3.3;24896;14545;14142;403;8486;1865;63.2;61.4;2.8;26616;12516;12018;498;12321;1779;50.4;48.4;4.0;
2601000;"Powiat buski";59897;31818;30596;1222;25456;2623;55.6;53.4;3.8;29080;17360;16630;730;10422;1298;62.5;59.9;4.2;30817;14458;13966;492;15034;1325;49.0;47.4;3.4;
2602000;"Powiat jędrzejowski";70475;37784;35976;1808;30250;2441;55.5;52.9;4.8;34602;21282;20354;928;12062;1258;63.8;61.0;4.4;35873;16502;15622;880;18188;1183;47.6;45.0;5.3;
2603000;"Powiat kazimierski";28309;14795;14181;614;11507;2007;56.3;53.9;4.2;13841;8236;7875;361;4623;982;64.0;61.2;4.4;14468;6559;6306;253;6884;1025;48.8;46.9;3.9;
2604000;"Powiat kielecki";176134;100714;96009;4705;69203;6217;59.3;56.5;4.7;87198;55296;52525;2771;28573;3329;65.9;62.6;5.0;88936;45418;43484;1934;40630;2888;52.8;50.5;4.3;
2605000;"Powiat konecki";66010;33186;30752;2434;30044;2780;52.5;48.6;7.3;32266;18717;17387;1330;11968;1581;61.0;56.7;7.1;33744;14469;13365;1104;18076;1199;44.5;41.1;7.6;
2606000;"Powiat opatowski";43119;22528;21023;1505;18835;1756;54.5;50.8;6.7;21216;12603;11714;889;7691;922;62.1;57.7;7.1;21903;9925;9309;616;11144;834;47.1;44.2;6.2;
2607000;"Powiat ostrowiecki";90607;43146;39888;3258;41298;6163;51.1;47.2;7.6;42815;23534;21755;1779;16084;3197;59.4;54.9;7.6;47792;19612;18133;1479;25214;2966;43.8;40.5;7.5;
2608000;"Powiat pińczowski";32514;16803;16202;601;14308;1403;54.0;52.1;3.6;15932;9374;9022;352;5832;726;61.6;59.3;3.8;16582;7429;7180;249;8476;677;46.7;45.1;3.4;
2609000;"Powiat sandomierski";64058;33541;31944;1597;27180;3337;55.2;52.6;4.8;30942;18112;17208;904;11160;1670;61.9;58.8;5.0;33116;15429;14736;693;16020;1667;49.1;46.9;4.5;
2610000;"Powiat skarżyski";62119;29958;27526;2432;28143;4018;51.6;47.4;8.1;29516;16358;14901;1457;11000;2158;59.8;54.5;8.9;32603;13600;12625;975;17143;1860;44.2;41.1;7.2;
2611000;"Powiat starachowicki";74543;37974;35731;2243;32626;3943;53.8;50.6;5.9;35797;20814;19537;1277;12886;2097;61.8;58.0;6.1;38746;17160;16194;966;19740;1846;46.5;43.9;5.6;
2612000;"Powiat staszowski";59503;31989;30533;1456;25260;2254;55.9;53.3;4.6;29281;17771;17001;770;10340;1170;63.2;60.5;4.3;30222;14218;13532;686;14920;1084;48.8;46.4;4.8;
2613000;"Powiat włoszczowski";37407;20141;19224;917;16010;1256;55.7;53.2;4.6;18546;11368;10902;466;6513;665;63.6;61.0;4.1;18861;8773;8322;451;9497;591;48.0;45.6;5.1;
2661000;"City with powiat status Kielce";161230;85921;81120;4801;65087;10222;56.9;53.7;5.6;74051;43911;41096;2815;24983;5157;63.7;59.7;6.4;87179;42010;40024;1986;40104;5065;51.2;48.7;4.7;
2801000;"Powiat bartoszycki";46317;22521;20436;2085;19992;3804;53.0;48.1;9.3;22398;12420;11269;1151;7955;2023;61.0;55.3;9.3;23919;10101;9167;934;12037;1781;45.6;41.4;9.2;
2802000;"Powiat braniewski";32750;16715;15195;1520;13444;2591;55.4;50.4;9.1;16263;9398;8633;765;5493;1372;63.1;58.0;8.1;16487;7317;6562;755;7951;1219;47.9;43.0;10.3;
2803000;"Powiat działdowski";52289;28390;27084;1306;21347;2552;57.1;54.5;4.6;25478;15894;15214;680;8227;1357;65.9;63.1;4.3;26811;12496;11870;626;13120;1195;48.8;46.3;5.0;
2804000;"Powiat elbląski";46387;24043;22491;1552;18966;3378;55.9;52.3;6.5;23262;13688;12865;823;7803;1771;63.7;59.9;6.0;23125;10355;9626;729;11163;1607;48.1;44.7;7.0;
2805000;"Powiat ełcki";74492;37979;35437;2542;27783;8730;57.8;53.9;6.7;36214;20772;19393;1379;10864;4578;65.7;61.3;6.6;38278;17207;16044;1163;16919;4152;50.4;47.0;6.8;
2806000;"Powiat giżycki";46660;24000;22546;1454;18911;3749;55.9;52.5;6.1;22633;13219;12445;774;7435;1979;64.0;60.3;5.9;24027;10781;10101;680;11476;1770;48.4;45.4;6.3;
2807000;"Powiat iławski";75410;40914;39770;1144;29622;4874;58.0;56.4;2.8;36880;22725;22142;583;11498;2657;66.4;64.7;2.6;38530;18189;17628;561;18124;2217;50.1;48.5;3.1;
2808000;"Powiat kętrzyński";50645;23943;21483;2460;22337;4365;51.7;46.4;10.3;24564;13200;11758;1442;9082;2282;59.2;52.8;10.9;26081;10743;9725;1018;13255;2083;44.8;40.5;9.5;
2809000;"Powiat lidzbarski";33324;16803;15744;1059;13785;2736;54.9;51.5;6.3;16198;9232;8687;545;5523;1443;62.6;58.9;5.9;17126;7571;7057;514;8262;1293;47.8;44.6;6.8;
2810000;"Powiat mrągowski";41459;21320;20191;1129;16648;3491;56.2;53.2;5.3;19994;11640;10995;645;6607;1747;63.8;60.3;5.5;21465;9680;9196;484;10041;1744;49.1;46.6;5.0;
2811000;"Powiat nidzicki";26316;13849;13106;743;10703;1764;56.4;53.4;5.4;13011;7800;7383;417;4238;973;64.8;61.3;5.3;13305;6049;5723;326;6465;791;48.3;45.7;5.4;
2812000;"Powiat nowomiejski";34998;19424;18605;819;13955;1619;58.2;55.7;4.2;17332;11130;10680;450;5333;869;67.6;64.9;4.0;17666;8294;7925;369;8622;750;49.0;46.8;4.4;
2813000;"Powiat olecki";27462;14322;13390;932;10750;2390;57.1;53.4;6.5;13596;7984;7463;521;4356;1256;64.7;60.5;6.5;13866;6338;5927;411;6394;1134;49.8;46.6;6.5;
2814000;"Powiat olsztyński";106663;59877;56720;3157;38341;8445;61.0;57.7;5.3;52301;32159;30388;1771;15657;4485;67.3;63.6;5.5;54362;27718;26332;1386;22684;3960;55.0;52.2;5.0;
2815000;"Powiat ostródzki";85075;44097;41893;2204;34404;6574;56.2;53.4;5.0;41560;24466;23251;1215;13562;3532;64.3;61.1;5.0;43515;19631;18642;989;20842;3042;48.5;46.1;5.0;
2816000;"Powiat piski";45130;22109;20440;1669;18775;4246;54.1;50.0;7.5;22279;12514;11662;852;7545;2220;62.4;58.1;6.8;22851;9595;8778;817;11230;2026;46.1;42.2;8.5;
2817000;"Powiat szczycieński";56731;29473;27819;1654;22804;4454;56.4;53.2;5.6;27929;16273;15345;928;9265;2391;63.7;60.1;5.7;28802;13200;12474;726;13539;2063;49.4;46.7;5.5;
2818000;"Powiat gołdapski";21247;10886;10179;707;8304;2057;56.7;53.0;6.5;10482;6086;5716;370;3309;1087;64.8;60.8;6.1;10765;4800;4463;337;4995;970;49.0;45.6;7.0;
2819000;"Powiat węgorzewski";18343;9106;8387;719;7990;1247;53.3;49.1;7.9;9064;5074;4668;406;3320;670;60.4;55.6;8.0;9279;4032;3719;313;4670;577;46.3;42.7;7.8;
2861000;"City with powiat status Elbląg";99330;49813;47074;2739;39600;9917;55.7;52.6;5.5;46701;26366;24945;1421;15038;5297;63.7;60.2;5.4;52629;23447;22129;1318;24562;4620;48.8;46.1;5.6;
2862000;"City with powiat status Olsztyn";145397;81740;78882;2858;52623;11034;60.8;58.7;3.5;66321;40781;39270;1511;19975;5565;67.1;64.6;3.7;79076;40959;39612;1347;32648;5469;55.6;53.8;3.3;
3001000;"Powiat chodzieski";38687;22058;21008;1050;14713;1916;60.0;57.1;4.8;18776;12222;11711;511;5547;1007;68.8;65.9;4.2;19911;9836;9297;539;9166;909;51.8;48.9;5.5;
3002000;"Powiat czarnkowsko-trzcianecki";70820;39501;38146;1355;27638;3681;58.8;56.8;3.4;34840;22056;21296;760;10834;1950;67.1;64.7;3.4;35980;17445;16850;595;16804;1731;50.9;49.2;3.4;
3003000;"Powiat gnieźnieński";118069;66842;64823;2019;45993;5234;59.2;57.4;3.0;57004;36877;35880;997;17280;2847;68.1;66.3;2.7;61065;29965;28943;1022;28713;2387;51.1;49.3;3.4;
3004000;"Powiat gostyński";61477;37414;36404;1010;22540;1523;62.4;60.7;2.7;30148;21199;20706;493;8163;786;72.2;70.5;2.3;31329;16215;15698;517;14377;737;53.0;51.3;3.2;
3005000;"Powiat grodziski";41977;26824;26285;539;14026;1127;65.7;64.3;2.0;20782;15000;14736;264;5154;628;74.4;73.1;1.8;21195;11824;11549;275;8872;499;57.1;55.8;2.3;
3006000;"Powiat jarociński";58347;33475;32558;917;23120;1752;59.1;57.5;2.7;28106;18739;18333;406;8474;893;68.9;67.4;2.2;30241;14736;14225;511;14646;859;50.2;48.4;3.5;
3007000;"Powiat kaliski";68826;41218;40436;782;26076;1532;61.3;60.1;1.9;33699;22514;22070;444;10370;815;68.5;67.1;2.0;35127;18704;18366;338;15706;717;54.4;53.4;1.8;
3008000;"Powiat kępiński";47066;29291;28866;425;16296;1479;64.3;63.3;1.5;23099;16112;15889;223;6235;752;72.1;71.1;1.4;23967;13179;12977;202;10061;727;56.7;55.8;1.5;
3009000;"Powiat kolski";70367;37218;35908;1310;30269;2880;55.1;53.2;3.5;34127;20807;20179;628;11827;1493;63.8;61.8;3.0;36240;16411;15729;682;18442;1387;47.1;45.1;4.2;
3010000;"Powiat koniński";107077;60693;57837;2856;43203;3181;58.4;55.7;4.7;52819;34134;32706;1428;17051;1634;66.7;63.9;4.2;54258;26559;25131;1428;26152;1547;50.4;47.7;5.4;
3011000;"Powiat kościański";64738;39392;38494;898;23781;1565;62.4;60.9;2.3;31483;21939;21517;422;8721;823;71.6;70.2;1.9;33255;17453;16977;476;15060;742;53.7;52.2;2.7;
3012000;"Powiat krotoszyński";63129;37590;36617;973;23503;2036;61.5;59.9;2.6;30735;20838;20372;466;8863;1034;70.2;68.6;2.2;32394;16752;16245;507;14640;1002;53.4;51.7;3.0;
3013000;"Powiat leszczyński";47070;29716;29132;584;15995;1359;65.0;63.7;2.0;23271;16579;16296;283;6027;665;73.3;72.1;1.7;23799;13137;12836;301;9968;694;56.9;55.6;2.3;
3014000;"Powiat międzychodzki";30038;17244;16731;513;11459;1335;60.1;58.3;3.0;14796;9683;9404;279;4399;714;68.8;66.8;2.9;15242;7561;7327;234;7060;621;51.7;50.1;3.1;
3015000;"Powiat nowotomyski";61545;38716;37982;734;20776;2053;65.1;63.8;1.9;29870;21165;20793;372;7655;1050;73.4;72.1;1.8;31675;17551;17189;362;13121;1003;57.2;56.0;2.1;
3016000;"Powiat obornicki";48473;28908;28096;812;17516;2049;62.3;60.5;2.8;23815;16049;15609;440;6643;1123;70.7;68.8;2.7;24658;12859;12487;372;10873;926;54.2;52.6;2.9;
3017000;"Powiat ostrowski";133814;77623;75337;2286;50511;5680;60.6;58.8;2.9;64683;42444;41265;1179;19312;2927;68.7;66.8;2.8;69131;35179;34072;1107;31199;2753;53.0;51.3;3.1;
3018000;"Powiat ostrzeszowski";45704;27329;26698;631;16906;1469;61.8;60.4;2.3;22392;15033;14730;303;6597;762;69.5;68.1;2.0;23312;12296;11968;328;10309;707;54.4;52.9;2.7;
3019000;"Powiat pilski";111983;61428;59201;2227;43310;7245;58.6;56.5;3.6;54159;33586;32391;1195;16780;3793;66.7;64.3;3.6;57824;27842;26810;1032;26530;3452;51.2;49.3;3.7;
3020000;"Powiat pleszewski";51595;29276;28386;890;20639;1680;58.7;56.9;3.0;25266;16413;15948;465;7988;865;67.3;65.4;2.8;26329;12863;12438;425;12651;815;50.4;48.7;3.3;
3021000;"Powiat poznański";344230;227782;223404;4378;105717;10731;68.3;67.0;1.9;165436;119453;117285;2168;40406;5577;74.7;73.4;1.8;178794;108329;106119;2210;65311;5154;62.4;61.1;2.0;
3022000;"Powiat rawicki";49132;29225;28486;739;18281;1626;61.5;60.0;2.5;24020;16231;15889;342;6914;875;70.1;68.6;2.1;25112;12994;12597;397;11367;751;53.3;51.7;3.1;
3023000;"Powiat słupecki";48628;27791;26710;1081;19240;1597;59.1;56.8;3.9;23934;15550;15005;545;7550;834;67.3;65.0;3.5;24694;12241;11705;536;11690;763;51.2;48.9;4.4;
3024000;"Powiat szamotulski";75570;46646;45543;1103;26531;2393;63.7;62.2;2.4;36679;25478;24921;557;9896;1305;72.0;70.5;2.2;38891;21168;20622;546;16635;1088;56.0;54.6;2.6;
3025000;"Powiat średzki";48589;30029;29121;908;17354;1206;63.4;61.5;3.0;23649;16619;16155;464;6367;663;72.3;70.3;2.8;24940;13410;12966;444;10987;543;55.0;53.1;3.3;
3026000;"Powiat śremski";50327;30557;29873;684;18176;1594;62.7;61.3;2.2;24354;16745;16422;323;6761;848;71.2;69.9;1.9;25973;13812;13451;361;11415;746;54.8;53.3;2.6;
3027000;"Powiat turecki";68511;38827;37434;1393;27323;2361;58.7;56.6;3.6;33196;21146;20440;706;10807;1243;66.2;64.0;3.3;35315;17681;16994;687;16516;1118;51.7;49.7;3.9;
3028000;"Powiat wągrowiecki";56918;33723;32533;1190;21006;2189;61.6;59.4;3.5;27978;19029;18488;541;7780;1169;71.0;69.0;2.8;28940;14694;14045;649;13226;1020;52.6;50.3;4.4;
3029000;"Powiat wolsztyński";46588;28927;28419;508;16207;1454;64.1;63.0;1.8;22764;16024;15766;258;6026;714;72.7;71.5;1.6;23824;12903;12653;250;10181;740;55.9;54.8;1.9;
3030000;"Powiat wrzesiński";64703;38862;37696;1166;23651;2190;62.2;60.3;3.0;31339;21482;20904;578;8707;1150;71.2;69.2;2.7;33364;17380;16792;588;14944;1040;53.8;51.9;3.4;
3031000;"Powiat złotowski";56809;30357;28853;1504;21242;5210;58.8;55.9;5.0;27886;17015;16283;732;8195;2676;67.5;64.6;4.3;28923;13342;12570;772;13047;2534;50.6;47.6;5.8;
3061000;"City with powiat status Kalisz";82782;43233;41615;1618;34440;5109;55.7;53.6;3.7;37847;22373;21502;871;12833;2641;63.5;61.1;3.9;44935;20860;20113;747;21607;2468;49.1;47.4;3.6;
3062000;"City with powiat status Konin";60911;30432;28400;2032;26960;3519;53.0;49.5;6.7;28247;16064;15027;1037;10353;1830;60.8;56.9;6.5;32664;14368;13373;995;16607;1689;46.4;43.2;6.9;
3063000;"City with powiat status Leszno";52654;29354;28377;977;20142;3158;59.3;57.3;3.3;24643;15492;15041;451;7538;1613;67.3;65.3;2.9;28011;13862;13336;526;12604;1545;52.4;50.4;3.8;
3064000;"City with powiat status Poznań";473595;287386;279792;7594;159493;26716;64.3;62.6;2.6;217234;145376;141289;4087;58165;13693;71.4;69.4;2.8;256361;142010;138503;3507;101328;13023;58.4;56.9;2.5;
3201000;"Powiat białogardzki";38688;19586;18093;1493;15639;3463;55.6;51.4;7.6;18835;10780;9898;882;6185;1870;63.5;58.3;8.2;19853;8806;8195;611;9454;1593;48.2;44.9;6.9;
3202000;"Powiat choszczeński";38740;19325;18073;1252;16604;2811;53.8;50.3;6.5;19061;10997;10273;724;6624;1440;62.4;58.3;6.6;19679;8328;7800;528;9980;1371;45.5;42.6;6.3;
3203000;"Powiat drawski";46272;23455;21781;1674;19113;3704;55.1;51.2;7.1;22556;12892;11934;958;7750;1914;62.5;57.8;7.4;23716;10563;9847;716;11363;1790;48.2;44.9;6.8;
3204000;"Powiat goleniowski";68861;37792;36071;1721;26075;4994;59.2;56.5;4.6;33796;20650;19682;968;10437;2709;66.4;63.3;4.7;35065;17142;16389;753;15638;2285;52.3;50.0;4.4;
3205000;"Powiat gryficki";49074;24709;23220;1489;20290;4075;54.9;51.6;6.0;24207;13718;12954;764;8244;2245;62.5;59.0;5.6;24867;10991;10266;725;12046;1830;47.7;44.6;6.6;
3206000;"Powiat gryfiński";66797;35010;33512;1498;26972;4815;56.5;54.1;4.3;32931;19490;18660;830;10832;2609;64.3;61.5;4.3;33866;15520;14852;668;16140;2206;49.0;46.9;4.3;
3207000;"Powiat kamieński";38974;19157;17970;1187;16678;3139;53.5;50.1;6.2;18954;10635;9972;663;6655;1664;61.5;57.7;6.2;20020;8522;7998;524;10023;1475;46.0;43.1;6.1;
3208000;"Powiat kołobrzeski";66883;35210;33742;1468;26122;5551;57.4;55.0;4.2;31629;18500;17655;845;10192;2937;64.5;61.5;4.6;35254;16710;16087;623;15930;2614;51.2;49.3;3.7;
3209000;"Powiat koszaliński";55839;30530;28917;1613;21327;3982;58.9;55.8;5.3;27662;16944;16030;914;8620;2098;66.3;62.7;5.4;28177;13586;12887;699;12707;1884;51.7;49.0;5.1;
3210000;"Powiat myśliborski";54195;27307;26088;1219;22379;4509;55.0;52.5;4.5;26467;15281;14581;700;8817;2369;63.4;60.5;4.6;27728;12026;11507;519;13562;2140;47.0;45.0;4.3;
3211000;"Powiat policki";68359;40795;39544;1251;22642;4922;64.3;62.3;3.1;33240;21201;20545;656;9417;2622;69.2;67.1;3.1;35119;19594;18999;595;13225;2300;59.7;57.9;3.0;
3212000;"Powiat pyrzycki";31724;16692;15820;872;12953;2079;56.3;53.4;5.2;15709;9334;8804;530;5227;1148;64.1;60.5;5.7;16015;7358;7016;342;7726;931;48.8;46.5;4.6;
3213000;"Powiat sławieński";45940;23665;22238;1427;18691;3584;55.9;52.5;6.0;22306;12959;12162;797;7452;1895;63.5;59.6;6.2;23634;10706;10076;630;11239;1689;48.8;45.9;5.9;
3214000;"Powiat stargardzki";100744;53476;50914;2562;39712;7556;57.4;54.6;4.8;49147;29403;27974;1429;15717;4027;65.2;62.0;4.9;51597;24073;22940;1133;23995;3529;50.1;47.7;4.7;
3215000;"Powiat szczecinecki";63357;30907;28756;2151;27090;5360;53.3;49.6;7.0;30579;16954;15798;1156;10826;2799;61.0;56.9;6.8;32778;13953;12958;995;16264;2561;46.2;42.9;7.1;
3216000;"Powiat świdwiński";37980;17966;16898;1068;16976;3038;51.4;48.4;5.9;18583;10019;9452;567;6990;1574;58.9;55.6;5.7;19397;7947;7446;501;9986;1464;44.3;41.5;6.3;
3217000;"Powiat wałecki";43397;22675;21486;1189;17511;3211;56.4;53.5;5.2;21011;12616;12020;596;6754;1641;65.1;62.1;4.7;22386;10059;9466;593;10757;1570;48.3;45.5;5.9;
3218000;"Powiat łobeski";29275;14465;13463;1002;12452;2358;53.7;50.0;6.9;14490;8116;7545;571;5062;1312;61.6;57.3;7.0;14785;6349;5918;431;7390;1046;46.2;43.1;6.8;
3261000;"City with powiat status Koszalin";91213;48337;46160;2177;35062;7814;58.0;55.3;4.5;42341;24995;23793;1202;13268;4078;65.3;62.2;4.8;48872;23342;22367;975;21794;3736;51.7;49.6;4.2;
3262000;"City with powiat status Szczecin";342916;186667;179608;7059;125825;30424;59.7;57.5;3.8;160527;95621;91486;4135;48880;16026;66.2;63.3;4.3;182389;91046;88122;2924;76945;14398;54.2;52.5;3.2;
3263000;"City with powiat status Świnoujście";35275;17737;16905;832;13669;3869;56.5;53.8;4.7;16771;9181;8673;508;5505;2085;62.5;59.1;5.5;18504;8556;8232;324;8164;1784;51.2;49.2;3.8;
