"Code";"Name";"total;total;2021;[person]";"total;tertiary;2021;[person]";"total;secondary and post-secondary - total;2021;[person]";"total;secondary and post-secondary - general secondary;2021;[person]";"total;secondary and post-secondary - vocational secondary;2021;[person]";"total;basic vocational/sectoral;2021;[person]";"total;lower secondary;2021;[person]";"total;primary completed;2021;[person]";"total;primary not completed and without school education;2021;[person]";"total;unknown;2021;[person]";"males;total;2021;[person]";"males;tertiary;2021;[person]";"males;secondary and post-secondary - total;2021;[person]";"males;secondary and post-secondary - general secondary;2021;[person]";"males;secondary and post-secondary - vocational secondary;2021;[person]";"males;basic vocational/sectoral;2021;[person]";"males;lower secondary;2021;[person]";"males;primary completed;2021;[person]";"males;primary not completed and without school education;2021;[person]";"males;unknown;2021;[person]";"females;total;2021;[person]";"females;tertiary;2021;[person]";"females;secondary and post-secondary - total;2021;[person]";"females;secondary and post-secondary - general secondary;2021;[person]";"females;secondary and post-secondary - vocational secondary;2021;[person]";"females;basic vocational/sectoral;2021;[person]";"females;lower secondary;2021;[person]";"females;primary completed;2021;[person]";"females;primary not completed and without school education;2021;[person]";"females;unknown;2021;[person]";
2263000;"City with powiat status Słupsk";77817;20116;28684;10971;14898;15194;1917;7444;1865;2597;35894;7875;12929;4332;7714;8676;1047;3135;921;1311;41923;12241;15755;6639;7184;6518;870;4309;944;1286;
2264000;"City with powiat status Sopot";29764;12396;10087;4179;4484;3372;564;1748;510;1087;13514;5198;4511;1767;2249;1934;307;741;262;561;16250;7198;5576;2412;2235;1438;257;1007;248;526;
2401000;"Powiat będziński";129553;32192;49200;14953;29458;25655;3288;13166;3603;2449;61295;12894;23010;5410;16201;15165;1935;5177;1776;1338;68258;19298;26190;9543;13257;10490;1353;7989;1827;1111;
2402000;"Powiat bielski";140495;31105;48420;14282;30171;37769;4081;12470;4235;2415;67868;12291;23025;5584;16321;21707;2319;5097;2143;1286;72627;18814;25395;8698;13850;16062;1762;7373;2092;1129;
2403000;"Powiat cieszyński";151326;30422;51961;15376;31793;41804;4400;14936;4453;3350;72601;12031;23543;5872;16316;24369;2492;6143;2307;1716;78725;18391;28418;9504;15477;17435;1908;8793;2146;1634;
2404000;"Powiat częstochowski";116162;22673;39816;11617;25150;29951;3191;15520;3386;1625;56701;8578;18968;4513;13583;18421;1857;6281;1677;919;59461;14095;20848;7104;11567;11530;1334;9239;1709;706;
2405000;"Powiat gliwicki";97669;19565;32669;10006;18903;26599;2703;10796;2844;2493;46929;7842;15326;3545;10627;15576;1540;4014;1348;1283;50740;11723;17343;6461;8276;11023;1163;6782;1496;1210;
2406000;"Powiat kłobucki";72448;13431;24280;7186;15188;21038;1873;8867;2184;775;35533;4936;11439;2821;8128;13084;1101;3511;1034;428;36915;8495;12841;4365;7060;7954;772;5356;1150;347;
2407000;"Powiat lubliniecki";65438;12376;21509;6821;12670;19116;1818;7054;1838;1727;31981;4801;10076;2666;6888;11363;1053;2858;931;899;33457;7575;11433;4155;5782;7753;765;4196;907;828;
2408000;"Powiat mikołowski";84203;20721;29306;9687;16886;20828;2252;7006;2503;1587;40567;8481;13811;3432;9638;12189;1280;2664;1311;831;43636;12240;15495;6255;7248;8639;972;4342;1192;756;
2409000;"Powiat myszkowski";60529;12788;22367;7184;13057;13754;1609;7343;1712;956;28945;4866;10548;2880;7022;8304;900;2981;829;517;31584;7922;11819;4304;6035;5450;709;4362;883;439;
2410000;"Powiat pszczyński";93124;18971;30841;9881;18155;27692;2734;8456;2897;1533;45383;7261;14461;3692;9941;16335;1543;3424;1504;855;47741;11710;16380;6189;8214;11357;1191;5032;1393;678;
2411000;"Powiat raciborski";89022;17401;28065;8661;16468;25404;2543;10165;2309;3135;42501;6858;12818;3294;8703;14875;1419;3797;1139;1595;46521;10543;15247;5367;7765;10529;1124;6368;1170;1540;
2412000;"Powiat rybnicki";65086;11143;20211;5757;12262;21503;2003;7121;1907;1198;31726;4457;9485;1904;6854;12579;1136;2433;980;656;33360;6686;10726;3853;5408;8924;867;4688;927;542;
2413000;"Powiat tarnogórski";120386;29871;42922;12076;26137;27044;3048;11123;3303;3075;57905;12503;20545;4702;14511;15395;1778;4334;1769;1581;62481;17368;22377;7374;11626;11649;1270;6789;1534;1494;
2414000;"Powiat bieruńsko-lędziński";50174;10785;17638;5078;11140;13173;1452;4725;1449;952;24577;4280;8751;1819;6509;7661;850;1756;744;535;25597;6505;8887;3259;4631;5512;602;2969;705;417;
2415000;"Powiat wodzisławski";131576;23510;42544;13107;25255;40678;3807;14513;3725;2799;63385;9273;19804;4413;14008;23646;2086;5178;1903;1495;68191;14237;22740;8694;11247;17032;1721;9335;1822;1304;
2416000;"Powiat zawierciański";101211;21840;39336;10991;24817;21684;2425;11477;2836;1613;48335;8451;18758;4154;13641;12964;1394;4504;1408;856;52876;13389;20578;6837;11176;8720;1031;6973;1428;757;
2417000;"Powiat żywiecki";129231;25127;45381;13878;28213;33926;3678;14566;3965;2588;62795;9334;21634;5307;15389;20127;2128;6230;1969;1373;66436;15793;23747;8571;12824;13799;1550;8336;1996;1215;
2461000;"City with powiat status Bielsko-Biała";147605;41569;52308;16987;30196;30701;3896;11210;3768;4153;68871;17457;23412;6677;15257;16850;2192;4828;1907;2225;78734;24112;28896;10310;14939;13851;1704;6382;1861;1928;
2462000;"City with powiat status Bytom";135135;25987;48495;14844;27797;32374;4030;15578;3584;5087;64090;10489;22484;5655;15067;18075;2292;6221;1778;2751;71045;15498;26011;9189;12730;14299;1738;9357;1806;2336;
2463000;"City with powiat status Chorzów";91247;19828;31840;10485;17798;20854;2909;10373;2520;2923;42936;8034;14465;4016;9363;11759;1639;4121;1306;1612;48311;11794;17375;6469;8435;9095;1270;6252;1214;1311;
2464000;"City with powiat status Częstochowa";189797;53956;70364;22447;40694;34843;4503;17080;4540;4511;87820;22461;31922;8690;21342;19647;2545;6616;2264;2365;101977;31495;38442;13757;19352;15196;1958;10464;2276;2146;
2465000;"City with powiat status Dąbrowa Górnicza";103365;25591;39781;11792;24189;20823;2337;9877;2581;2375;48949;10338;18462;4126;13347;12154;1354;4042;1329;1270;54416;15253;21319;7666;10842;8669;983;5835;1252;1105;
2466000;"City with powiat status Gliwice";152919;44932;54565;17853;29836;28204;3885;13139;3810;4384;72737;19656;24918;6699;16144;16274;2178;5445;1939;2327;80182;25276;29647;11154;13692;11930;1707;7694;1871;2057;
2467000;"City with powiat status Jastrzębie-Zdrój";74526;12218;24945;8448;13763;20967;2451;9586;2136;2223;35863;4529;11358;3025;7472;12478;1431;3750;1067;1250;38663;7689;13587;5423;6291;8489;1020;5836;1069;973;
2468000;"City with powiat status Jaworzno";78075;17758;29897;8973;18393;16172;2010;8385;2148;1705;37335;6870;14621;3250;10651;9478;1200;3157;1060;949;40740;10888;15276;5723;7742;6694;810;5228;1088;756;
2469000;"City with powiat status Katowice";254105;82182;87232;30184;47509;45364;6031;21447;5386;6463;118688;34978;39551;11534;25093;25958;3382;8569;2721;3529;135417;47204;47681;18650;22416;19406;2649;12878;2665;2934;
2470000;"City with powiat status Mysłowice";62628;14864;22506;6634;13695;14219;1812;6000;1737;1490;30042;6003;10750;2372;7734;8228;1021;2352;880;808;32586;8861;11756;4262;5961;5991;791;3648;857;682;
2471000;"City with powiat status Piekary Śląskie";46502;9059;16377;4785;9812;12379;1197;5106;1252;1132;22052;3625;7808;1736;5570;6888;657;1848;613;613;24450;5434;8569;3049;4242;5491;540;3258;639;519;
2472000;"City with powiat status Ruda Śląska";116165;22213;39986;12487;23062;30984;3588;13331;3223;2840;55495;8757;18954;4573;12962;17428;2080;5030;1702;1544;60670;13456;21032;7914;10100;13556;1508;8301;1521;1296;
2473000;"City with powiat status Rybnik";115752;23806;39756;12852;22312;31059;3321;11960;3023;2827;55825;9895;18191;4608;12168;18268;1874;4525;1546;1526;59927;13911;21565;8244;10144;12791;1447;7435;1477;1301;
2474000;"City with powiat status Siemianowice Śląskie";56672;12359;19810;6211;11473;13801;1592;6373;1355;1382;26571;4964;9073;2339;6101;7790;876;2431;654;783;30101;7395;10737;3872;5372;6011;716;3942;701;599;
2475000;"City with powiat status Sosnowiec";173106;41081;67063;20504;40265;35822;4207;16841;3850;4242;80823;16300;30755;7153;21826;20354;2415;6771;1902;2326;92283;24781;36308;13351;18439;15468;1792;10070;1948;1916;
2476000;"City with powiat status Świętochłowice";40709;7346;13732;4597;7563;10690;1389;5183;1091;1278;19327;2927;6272;1719;4048;6011;750;2052;607;708;21382;4419;7460;2878;3515;4679;639;3131;484;570;
2477000;"City with powiat status Tychy";108205;27489;39532;13075;22484;23433;2753;9553;2660;2785;51305;11318;18475;4971;12318;13375;1570;3790;1327;1450;56900;16171;21057;8104;10166;10058;1183;5763;1333;1335;
2478000;"City with powiat status Zabrze";139369;28170;49337;15859;26994;31291;4135;16453;3795;6188;66565;11334;22858;6051;14907;17914;2360;6895;1940;3264;72804;16836;26479;9808;12087;13377;1775;9558;1855;2924;
2479000;"City with powiat status Żory";52919;10192;17538;5584;9920;14827;1572;5741;1631;1418;25590;3946;8049;2085;5367;8695;878;2422;808;792;27329;6246;9489;3499;4553;6132;694;3319;823;626;
2601000;"Powiat buski";61235;11865;20484;4954;13812;15203;1470;9434;1742;1037;29761;4331;9771;1867;7419;9423;812;4070;844;510;31474;7534;10713;3087;6393;5780;658;5364;898;527;
2602000;"Powiat jędrzejowski";72269;14042;24674;7178;15372;16845;2026;11212;2436;1034;35543;5200;12029;2577;8848;10472;1159;4913;1215;555;36726;8842;12645;4601;6524;6373;867;6299;1221;479;
2603000;"Powiat kazimierski";28954;4159;10705;2397;7527;6580;638;5335;880;657;14173;1552;5093;918;3913;4014;350;2399;447;318;14781;2607;5612;1479;3614;2566;288;2936;433;339;
2604000;"Powiat kielecki";181073;40349;57296;18770;34630;41162;5372;28114;6073;2707;89745;14670;28813;7532;20153;26243;3089;12438;2985;1507;91328;25679;28483;11238;14477;14919;2283;15676;3088;1200;
2605000;"Powiat konecki";67551;12289;22173;6585;13717;16222;1662;12124;2014;1067;33056;4439;10683;2410;7807;10153;946;5260;985;590;34495;7850;11490;4175;5910;6069;716;6864;1029;477;
2606000;"Powiat opatowski";44147;7229;14436;5075;8183;11653;1189;7669;1351;620;21730;2580;6825;1811;4689;7194;649;3500;658;324;22417;4649;7611;3264;3494;4459;540;4169;693;296;
2607000;"Powiat ostrowiecki";92541;18673;33228;10652;18884;21970;2455;11542;2435;2238;43812;7036;15061;3778;10365;12890;1412;4985;1221;1207;48729;11637;18167;6874;8519;9080;1043;6557;1214;1031;
2608000;"Powiat pińczowski";33219;6320;11846;3327;7493;7527;794;5243;891;598;16294;2363;5742;1243;4204;4780;453;2220;439;297;16925;3957;6104;2084;3289;2747;341;3023;452;301;
2609000;"Powiat sandomierski";65454;14065;24244;7490;14682;14021;1757;8364;1686;1317;31635;5409;11321;2767;7963;8693;1007;3696;825;684;33819;8656;12923;4723;6719;5328;750;4668;861;633;
2610000;"Powiat skarżyski";63384;14894;24906;7082;15251;12963;1465;6214;1564;1378;30165;5910;11893;2561;8698;7556;848;2472;759;727;33219;8984;13013;4521;6553;5407;617;3742;805;651;
2611000;"Powiat starachowicki";76217;15684;27978;8507;16485;17255;2008;9883;1969;1440;36663;6014;13218;3101;9322;10475;1128;4060;984;784;39554;9670;14760;5406;7163;6780;880;5823;985;656;
2612000;"Powiat staszowski";60934;11889;20079;6179;12386;15940;1556;8688;1831;951;29994;4347;9806;2137;7243;9759;903;3807;902;470;30940;7542;10273;4042;5143;6181;653;4881;929;481;
2613000;"Powiat włoszczowski";38323;7003;12595;3649;8060;9398;1026;6590;1184;527;19018;2532;6021;1400;4370;6088;592;2909;590;286;19305;4471;6574;2249;3690;3310;434;3681;594;241;
2661000;"City with powiat status Kielce";164442;61177;58782;20010;32308;21471;3263;12378;3702;3669;75691;24908;26721;7889;17073;13161;1919;5232;1870;1880;88751;36269;32061;12121;15235;8310;1344;7146;1832;1789;
2801000;"Powiat bartoszycki";47499;7466;15626;5642;8413;11387;1547;8423;1596;1454;22993;2895;7207;2427;4346;6597;883;3861;758;792;24506;4571;8419;3215;4067;4790;664;4562;838;662;
2802000;"Powiat braniewski";33539;5461;11175;4022;6123;7557;1299;5886;1032;1129;16668;2246;5308;1729;3261;4618;758;2643;500;595;16871;3215;5867;2293;2862;2939;541;3243;532;534;
2803000;"Powiat działdowski";53760;8288;17807;5817;10383;12888;1820;10094;1765;1098;26256;3088;8195;2326;5394;8158;1058;4241;919;597;27504;5200;9612;3491;4989;4730;762;5853;846;501;
2804000;"Powiat elbląski";47704;6793;14574;4597;8656;12806;1953;8575;1589;1414;23925;2528;6736;1902;4428;7908;1172;3977;797;807;23779;4265;7838;2695;4228;4898;781;4598;792;607;
2805000;"Powiat ełcki";76506;14927;27996;8953;15609;13532;2936;10904;2700;3511;37203;5833;13026;3874;8168;8336;1719;5092;1310;1887;39303;9094;14970;5079;7441;5196;1217;5812;1390;1624;
2806000;"Powiat giżycki";47838;9453;16469;5203;9452;9823;1660;7384;1519;1530;23205;3733;7761;2242;5027;5736;984;3482;694;815;24633;5720;8708;2961;4425;4087;676;3902;825;715;
2807000;"Powiat iławski";77576;12549;24356;7572;14760;19703;2608;13365;2725;2270;38033;4835;11350;3104;7642;11965;1447;5688;1448;1300;39543;7714;13006;4468;7118;7738;1161;7677;1277;970;
2808000;"Powiat kętrzyński";51818;8526;18063;5161;11087;11107;1842;9051;1594;1635;25177;3281;8330;2023;5786;6645;1061;4190;777;893;26641;5245;9733;3138;5301;4462;781;4861;817;742;
2809000;"Powiat lidzbarski";34150;5586;11947;3852;6850;7909;1115;5309;1152;1132;16615;2111;5538;1545;3574;4773;646;2393;529;625;17535;3475;6409;2307;3276;3136;469;2916;623;507;
2810000;"Powiat mrągowski";42535;7305;14338;4556;8348;9542;1519;6953;1443;1435;20548;2763;6527;1843;4242;5653;874;3302;685;744;21987;4542;7811;2713;4106;3889;645;3651;758;691;
2811000;"Powiat nidzicki";27012;4022;8791;3399;4557;5796;1125;5641;894;743;13374;1449;4010;1294;2475;3671;657;2710;453;424;13638;2573;4781;2105;2082;2125;468;2931;441;319;
2812000;"Powiat nowomiejski";36056;4814;10383;3613;6031;11105;1261;6539;1216;738;17874;1676;4788;1472;3097;6982;699;2692;632;405;18182;3138;5595;2141;2934;4123;562;3847;584;333;
2813000;"Powiat olecki";28184;4778;9971;3154;5616;5197;1209;4937;1085;1007;13961;1777;4750;1409;2964;3302;660;2398;526;548;14223;3001;5221;1745;2652;1895;549;2539;559;459;
2814000;"Powiat olsztyński";109655;25588;34398;11842;18949;22041;3692;16524;3876;3536;53814;10255;16195;4914;10242;13584;2156;7834;1849;1941;55841;15333;18203;6928;8707;8457;1536;8690;2027;1595;
2815000;"Powiat ostródzki";87404;13865;28475;9360;16375;20101;3268;15810;3074;2811;42736;5349;12911;3708;8405;12335;1913;7194;1512;1522;44668;8516;15564;5652;7970;7766;1355;8616;1562;1289;
2816000;"Powiat piski";46342;7152;15366;6027;7946;9133;1975;9496;1663;1557;22899;2715;7150;2562;4157;5644;1143;4619;796;832;23443;4437;8216;3465;3789;3489;832;4877;867;725;
2817000;"Powiat szczycieński";58273;10497;18009;5946;10427;12546;2236;10995;2040;1950;28730;3973;8322;2583;5165;7763;1333;5281;993;1065;29543;6524;9687;3363;5262;4783;903;5714;1047;885;
2818000;"Powiat gołdapski";21842;3475;7534;2875;3753;4175;939;4131;816;772;10796;1340;3580;1307;2009;2570;553;1955;387;411;11046;2135;3954;1568;1744;1605;386;2176;429;361;
2819000;"Powiat węgorzewski";18782;3157;6424;2202;3408;4144;657;3266;634;500;9301;1239;3108;998;1855;2479;371;1494;335;275;9481;1918;3316;1204;1553;1665;286;1772;299;225;
2861000;"City with powiat status Elbląg";101580;24436;36448;12093;20360;21509;2926;9594;2712;3955;47868;9874;16480;4995;10323;12315;1634;4033;1357;2175;53712;14562;19968;7098;10037;9194;1292;5561;1355;1780;
2862000;"City with powiat status Olsztyn";148504;54062;51937;19326;26307;19168;3463;11748;3655;4471;67953;21823;23215;7963;13473;11460;1970;5260;1864;2361;80551;32239;28722;11363;12834;7708;1493;6488;1791;2110;
3001000;"Powiat chodzieski";39771;6228;12766;3853;7837;12139;1191;5281;1312;854;19371;2292;5635;1423;3896;7346;702;2192;704;500;20400;3936;7131;2430;3941;4793;489;3089;608;354;
3002000;"Powiat czarnkowsko-trzcianecki";72876;11813;25405;6867;16430;18970;2318;10012;2572;1786;35926;4318;11872;2512;8724;11951;1314;4144;1332;995;36950;7495;13533;4355;7706;7019;1004;5868;1240;791;
3003000;"Powiat gnieźnieński";121395;22410;40190;13474;22879;34225;3646;14359;3989;2576;58738;8711;18550;5392;11916;20050;2069;5857;2062;1439;62657;13699;21640;8082;10963;14175;1577;8502;1927;1137;
3004000;"Powiat gostyński";63119;9574;20382;5976;12742;20307;1746;8267;2021;822;31026;3511;9361;2244;6630;12567;995;3096;1017;479;32093;6063;11021;3732;6112;7740;751;5171;1004;343;
3005000;"Powiat grodziski";43209;6103;12789;3880;7733;15358;1378;5552;1387;642;21391;2219;5837;1414;4082;9305;772;2176;688;394;21818;3884;6952;2466;3651;6053;606;3376;699;248;
3006000;"Powiat jarociński";59953;10001;21099;5181;14263;17195;1820;7029;1977;832;28937;3746;9869;1991;7383;10270;1043;2551;1002;456;31016;6255;11230;3190;6880;6925;777;4478;975;376;
3007000;"Powiat kaliski";70643;12478;21394;5338;14972;18959;2189;12586;2267;770;34605;4381;10286;1926;8042;11399;1266;5767;1084;422;36038;8097;11108;3412;6930;7560;923;6819;1183;348;
3008000;"Powiat kępiński";48392;7422;16115;4181;10816;15805;1345;5547;1542;616;23821;2608;7201;1534;5346;9927;775;2169;824;317;24571;4814;8914;2647;5470;5878;570;3378;718;299;
3009000;"Powiat kolski";72155;11334;23361;6695;14799;18739;2210;12895;2413;1203;35013;4125;10803;2402;7845;11551;1277;5465;1138;654;37142;7209;12558;4293;6954;7188;933;7430;1275;549;
3010000;"Powiat koniński";110097;18765;34221;9850;22208;29830;3447;18374;3893;1567;54378;6798;16412;3622;12178;18853;1973;7569;1894;879;55719;11967;17809;6228;10030;10977;1474;10805;1999;688;
3011000;"Powiat kościański";66357;11641;21203;5872;13427;20976;1881;7874;1859;923;32298;4271;9820;2297;6906;12772;1043;2921;926;545;34059;7370;11383;3575;6521;8204;838;4953;933;378;
3012000;"Powiat krotoszyński";64771;10423;22379;5576;14882;19874;1904;7229;1948;1014;31552;3840;10222;2087;7586;12094;1053;2818;973;552;33219;6583;12157;3489;7296;7780;851;4411;975;462;
3013000;"Powiat leszczyński";48523;8633;15167;4251;9750;15249;1571;5572;1605;726;24018;3341;7105;1671;5090;9331;861;2159;810;411;24505;5292;8062;2580;4660;5918;710;3413;795;315;
3014000;"Powiat międzychodzki";30866;4271;10279;2621;6781;9321;1083;4188;1068;656;15227;1565;4517;1008;3256;5828;622;1729;587;379;15639;2706;5762;1613;3525;3493;461;2459;481;277;
3015000;"Powiat nowotomyski";63330;10527;19870;6796;11239;20648;1795;7242;2081;1167;30796;3876;9067;2627;5857;12473;1013;2661;1067;639;32534;6651;10803;4169;5382;8175;782;4581;1014;528;
3016000;"Powiat obornicki";49904;8136;16054;4767;9695;15049;1687;6135;1729;1114;24559;3049;7093;1774;4828;9283;954;2664;882;634;25345;5087;8961;2993;4867;5766;733;3471;847;480;
3017000;"Powiat ostrowski";137187;26396;50206;15542;30028;36989;3780;13325;3891;2600;66457;10419;23409;5326;16840;22065;2126;4983;2026;1429;70730;15977;26797;10216;13188;14924;1654;8342;1865;1171;
3018000;"Powiat ostrzeszowski";46959;7542;16027;3685;11185;14156;1283;5766;1480;705;23016;2707;7224;1315;5589;8866;707;2399;742;371;23943;4835;8803;2370;5596;5290;576;3367;738;334;
3019000;"Powiat pilski";114955;23402;40799;11983;25030;26081;3862;13755;3595;3461;55742;9463;18779;4554;13126;15779;2257;5689;1884;1891;59213;13939;22020;7429;11904;10302;1605;8066;1711;1570;
3020000;"Powiat pleszewski";53058;8940;17268;4314;11757;16089;1669;6566;1849;677;26032;3290;7903;1562;6024;10040;966;2516;952;365;27026;5650;9365;2752;5733;6049;703;4050;897;312;
3021000;"Powiat poznański";354878;114516;113181;42911;57845;68936;10608;29625;11339;6673;170871;47656;54356;18377;32001;41215;5951;12278;5729;3686;184007;66860;58825;24534;25844;27721;4657;17347;5610;2987;
3022000;"Powiat rawicki";50612;7827;16652;4922;10242;16338;1521;5676;1742;856;24786;2851;7675;1970;5268;9734;839;2279;908;500;25826;4976;8977;2952;4974;6604;682;3397;834;356;
3023000;"Powiat słupecki";49905;8411;15664;4290;10203;14443;1507;7555;1632;693;24613;2995;7216;1616;5217;9256;860;3055;838;393;25292;5416;8448;2674;4986;5187;647;4500;794;300;
3024000;"Powiat szamotulski";77684;13695;26252;8124;15500;22066;2705;9074;2491;1401;37770;5203;11977;3191;8014;13373;1535;3623;1297;762;39914;8492;14275;4933;7486;8693;1170;5451;1194;639;
3025000;"Powiat średzki";49921;9804;15547;4764;9553;14239;1664;6463;1520;684;24315;3687;7339;1918;5059;8653;943;2523;768;402;25606;6117;8208;2846;4494;5586;721;3940;752;282;
3026000;"Powiat śremski";51777;9402;17278;5280;10506;15050;1646;5909;1657;835;25093;3499;8042;2015;5611;9076;917;2262;848;449;26684;5903;9236;3265;4895;5974;729;3647;809;386;
3027000;"Powiat turecki";70316;12769;23052;6631;14553;17849;2126;11115;2343;1062;34170;4590;10883;2542;7818;10844;1291;4797;1187;578;36146;8179;12169;4089;6735;7005;835;6318;1156;484;
3028000;"Powiat wągrowiecki";58634;8846;18483;5729;11060;18402;1889;8045;1959;1010;28858;3191;8241;2170;5533;11462;1043;3320;1024;577;29776;5655;10242;3559;5527;6940;846;4725;935;433;
3029000;"Powiat wolsztyński";47966;7397;14463;4419;8667;16203;1498;5992;1610;803;23491;2616;6654;1704;4548;9862;824;2247;851;437;24475;4781;7809;2715;4119;6341;674;3745;759;366;
3030000;"Powiat wrzesiński";66536;12824;21486;6183;13749;18826;1860;8493;2008;1039;32240;4860;10018;2466;7116;11326;1059;3379;999;599;34296;7964;11468;3717;6633;7500;801;5114;1009;440;
3031000;"Powiat złotowski";58373;8950;19172;5107;12396;14817;2149;9116;2008;2161;28703;3394;8704;1904;6284;9265;1247;3897;1027;1169;29670;5556;10468;3203;6112;5552;902;5219;981;992;
3061000;"City with powiat status Kalisz";84677;21306;30625;10498;17034;16769;2422;9191;2256;2108;38810;8486;13443;3720;8794;9455;1380;3828;1123;1095;45867;12820;17182;6778;8240;7314;1042;5363;1133;1013;
3062000;"City with powiat status Konin";62140;15432;23770;7243;14384;12104;1579;6349;1534;1372;28882;6008;10723;2509;7695;7319;912;2419;754;747;33258;9424;13047;4734;6689;4785;667;3930;780;625;
3063000;"City with powiat status Leszno";53859;14078;19661;6543;11003;11241;1481;4387;1479;1532;25233;5904;8853;2464;5715;6419;826;1689;722;820;28626;8174;10808;4079;5288;4822;655;2698;757;712;
3064000;"City with powiat status Poznań";482205;189773;159157;65884;74284;68947;10753;30623;9536;13416;221713;80360;72094;27511;38619;38768;6055;12304;4978;7154;260492;109413;87063;38373;35665;30179;4698;18319;4558;6262;
3201000;"Powiat białogardzki";39670;6022;13246;4541;7478;9572;1422;6596;1340;1472;19365;2276;5967;1746;3882;5831;828;3012;672;779;20305;3746;7279;2795;3596;3741;594;3584;668;693;
3202000;"Powiat choszczeński";39739;5955;12844;4800;6900;9492;1370;7574;1341;1163;19581;2259;5949;2016;3605;5786;819;3448;683;637;20158;3696;6895;2784;3295;3706;551;4126;658;526;
3203000;"Powiat drawski";47487;7429;16022;6403;7930;11782;1713;7309;1633;1599;23171;2841;7348;2622;4195;7113;995;3217;782;875;24316;4588;8674;3781;3735;4669;718;4092;851;724;
3204000;"Powiat goleniowski";70693;12978;23883;9079;12451;15989;2560;10505;2383;2395;34720;5063;11203;3872;6590;9691;1447;4775;1215;1326;35973;7915;12680;5207;5861;6298;1113;5730;1168;1069;
3205000;"Powiat gryficki";50343;8331;17379;7630;7798;12274;1571;7429;1667;1692;24849;3169;8159;3435;4068;7704;861;3183;848;925;25494;5162;9220;4195;3730;4570;710;4246;819;767;
3206000;"Powiat gryfiński";68588;11195;21968;7777;12237;16933;2166;11769;2428;2129;33860;4236;10310;3129;6576;10596;1231;5157;1172;1158;34728;6959;11658;4648;5661;6337;935;6612;1256;971;
3207000;"Powiat kamieński";39884;6682;14380;5402;7490;8782;1299;6232;1221;1288;19423;2550;6681;2366;3833;5336;771;2778;593;714;20461;4132;7699;3036;3657;3446;528;3454;628;574;
3208000;"Powiat kołobrzeski";68419;14368;25154;8262;13935;14487;1980;8071;1963;2396;32386;5571;11395;3375;7164;8730;1117;3385;919;1269;36033;8797;13759;4887;6771;5757;863;4686;1044;1127;
3209000;"Powiat koszaliński";57314;10459;17663;6148;10085;13734;2311;9291;2014;1842;28402;3977;8368;2565;5348;8422;1295;4321;984;1035;28912;6482;9295;3583;4737;5312;1016;4970;1030;807;
3210000;"Powiat myśliborski";55563;8760;18767;6180;10744;13668;1798;8872;1860;1838;27191;3279;8539;2331;5658;8469;1022;3940;940;1002;28372;5481;10228;3849;5086;5199;776;4932;920;836;
3211000;"Powiat policki";70433;22562;22284;8504;11199;11939;2108;7004;2298;2238;34263;9368;10841;3732;6305;7181;1225;3289;1116;1243;36170;13194;11443;4772;4894;4758;883;3715;1182;995;
3212000;"Powiat pyrzycki";32576;4861;10741;3810;6085;7911;1047;5900;1161;955;16149;1762;5027;1434;3339;5002;592;2646;574;546;16427;3099;5714;2376;2746;2909;455;3254;587;409;
3213000;"Powiat sławieński";47132;7313;15769;5737;8813;11842;1630;7596;1483;1499;22911;2623;7278;2188;4743;7258;913;3315;708;816;24221;4690;8491;3549;4070;4584;717;4281;775;683;
3214000;"Powiat stargardzki";103146;21375;36418;11957;20975;21896;3308;13926;3031;3192;50373;8421;17206;4862;11405;13480;1934;6038;1507;1787;52773;12954;19212;7095;9570;8416;1374;7888;1524;1405;
3215000;"Powiat szczecinecki";64968;11516;23163;7803;13280;13840;2245;9846;2066;2292;31335;4567;10421;3048;6777;8617;1310;4223;948;1249;33633;6949;12742;4755;6503;5223;935;5623;1118;1043;
3216000;"Powiat świdwiński";38924;5844;13381;4374;7521;9417;1304;6314;1320;1344;19061;2268;6167;1766;4009;5690;767;2803;627;739;19863;3576;7214;2608;3512;3727;537;3511;693;605;
3217000;"Powiat wałecki";44491;8113;15643;4995;9166;9915;1621;6436;1423;1340;21556;3171;7158;1959;4781;6206;899;2751;659;712;22935;4942;8485;3036;4385;3709;722;3685;764;628;
3218000;"Powiat łobeski";30007;3920;9626;3840;4590;7594;1165;5685;1010;1007;14856;1475;4285;1562;2350;4839;695;2515;481;566;15151;2445;5341;2278;2240;2755;470;3170;529;441;
3261000;"City with powiat status Koszalin";93083;27737;33499;12588;17375;15552;2411;8143;2407;3334;43306;11272;15025;5088;8843;9115;1411;3542;1213;1728;49777;16465;18474;7500;8532;6437;1000;4601;1194;1606;
3262000;"City with powiat status Szczecin";349790;114407;120489;45235;60770;55798;8287;29405;8241;13163;164075;47364;55413;18828;32175;32753;4639;12737;4168;7001;185715;67043;65076;26407;28595;23045;3648;16668;4073;6162;
3263000;"City with powiat status Świnoujście";35988;8001;14013;4676;7736;7080;886;3573;951;1484;17126;3337;6545;2007;4026;4008;502;1491;471;772;18862;4664;7468;2669;3710;3072;384;2082;480;712;
